SampleID	host_common_name	host_subject_id	study	Site	Compartment	From	Experiment	LatinName	MDS1	MDS2	MDS3	MDS4	MDS5
Ark.577	Soil	NA	domestication	Arkansas	Bulk Soil	A	Weeds	Soil	-0.15210259028283252	-0.017809872365668448	0.41454498294861625	1.6625133046198062	-0.2048627753026628
Ark.578	Soil	NA	domestication	Arkansas	Bulk Soil	A	Weeds	Soil	-0.17050479589474343	0.05558532671903642	0.34785263815889567	1.7126611732716148	-0.13187520879190304
Ark.579	Soil	NA	domestication	Arkansas	Bulk Soil	A	Weeds	Soil	-0.0599465031444038	-0.06041825014291534	0.4042915757531762	1.9228264953997563	0.14282766879989137
Ark.580	Soil	NA	domestication	Arkansas	Bulk Soil	A	Weeds	Soil	-0.15886995826117412	0.05402804868941218	0.33532281007518544	1.7305990012998806	-0.09769055026846891
Ark.582	Soil	NA	domestication	Arkansas	Bulk Soil	A	Weeds	Soil	-0.08809481717554665	-0.13673529333650372	0.3725794997198706	1.7559377481910943	-0.014674093230035346
Ark.583	Soil	NA	domestication	Arkansas	Bulk Soil	A	Weeds	Soil	-0.11166294419965807	-0.07695242656604846	0.4947240026197649	1.8026754827849072	-0.052523728428551464
Ark.584	Soil	NA	domestication	Arkansas	Bulk Soil	A	Weeds	Soil	-0.09279865897590359	-0.06681849928239227	0.5013702444261555	1.6100752707717254	-0.16903779632034235
Ark.585	Soil	NA	domestication	Arkansas	Bulk Soil	A	Weeds	Soil	-0.020049099389065638	-0.0017838222260456978	0.22011576883214176	1.950822591006911	0.3036917505316607
Ark.586	Soil	NA	domestication	Arkansas	Bulk Soil	A	Weeds	Soil	-0.10892028062017169	-0.02458487496820586	0.2587732828662492	1.803227071284654	0.0758416015636662
Ark.587	Soil	NA	domestication	Arkansas	Bulk Soil	A	Weeds	Soil	-0.1769476918748288	0.06624901129764492	0.3339707967831429	1.567010965203839	-0.22421405985076667
Ark.588	Soil	NA	domestication	Arkansas	Bulk Soil	A	Weeds	Soil	-0.12812110962010387	-0.02785497952167481	0.4006795357652606	1.7198356405370445	-0.15956338378498486
Ark.590	Soil	NA	domestication	Arkansas	Bulk Soil	A	Weeds	Soil	-0.0989659529989965	-0.006867129997724375	0.42933462902096947	1.9547782199276962	0.14974682633579636
Ark.591	Soil	NA	domestication	Arkansas	Bulk Soil	A	Weeds	Soil	-0.1969906826598631	-0.004552621385148011	0.3014673845588469	1.8478354267079884	0.21186589009921672
Arw.1	Sedge	NA	domestication	Arkansas	Rhizosphere	A	Weeds	Cyperus iria	-0.07254002787915383	-0.03262543107718892	0.42998883954159683	2.2825742637303876	0.6815344079110447
Arw.10	Mudplantain	NA	domestication	Arkansas	Rhizosphere	A	Weeds	Heteranthera limosa	-0.022643078767225044	-0.052809074288941785	0.2722681607588925	2.1341912289129623	0.3140615996911264
Arw.11	Mudplantain	NA	domestication	Arkansas	Rhizosphere	A	Weeds	Heteranthera limosa	0.015571455886193668	-0.04107509035428247	0.2783001800707994	2.2096920756826908	0.4594636057108366
Arw.12	Mudplantain	NA	domestication	Arkansas	Rhizosphere	A	Weeds	Heteranthera limosa	0.07274075671795799	-0.10678758528077195	0.2667608620394446	2.066677216943054	0.3405018862745312
Arw.13	Redstem	NA	domestication	Arkansas	Rhizosphere	A	Weeds	Ammania sp.	-0.08330367865427526	-0.00991680354646578	0.44106823301222503	2.366056130061221	0.5111080464623624
Arw.14	Redstem	NA	domestication	Arkansas	Rhizosphere	A	Weeds	Ammania sp.	-0.008203319137328302	-0.03998422462778014	0.34299701866007076	2.184085917620574	0.3918538506016323
Arw.15	Redstem	NA	domestication	Arkansas	Rhizosphere	A	Weeds	Ammania sp.	-0.02861667854165806	0.016863745137863893	0.3524945474728848	2.205386088607736	0.621454107565667
Arw.16	Redstem	NA	domestication	Arkansas	Rhizosphere	A	Weeds	Ammania sp.	0.024230180695426578	0.003953643228077976	0.20589481654599906	2.1019798446858737	0.6395874712692078
Arw.17	Redstem	NA	domestication	Arkansas	Rhizosphere	A	Weeds	Ammania sp.	0.020471497866082856	0.0577526321203892	0.3000522476819639	2.1437905023852477	0.6810888033860396
Arw.18	Redstem	NA	domestication	Arkansas	Rhizosphere	A	Weeds	Ammania sp.	-0.11018976399510261	0.05815059831133544	0.3741677761222258	2.3132634374568086	0.48063873490546855
Arw.19	Sedge	NA	domestication	Arkansas	Endosphere	A	Weeds	Cyperus iria	0.27109149165683105	0.046739947769963215	0.42911088633817296	1.8597659025005173	0.47277771639702926
Arw.2	Sedge	NA	domestication	Arkansas	Rhizosphere	A	Weeds	Cyperus iria	-0.11245397069655304	0.0073841114105238385	0.4258304579898788	2.327064927622386	0.653398744689321
Arw.20	Sedge	NA	domestication	Arkansas	Endosphere	A	Weeds	Cyperus iria	0.23670447609387033	0.05450777265124408	0.574510173893544	2.034856465575595	0.4260905962776217
Arw.21	Sedge	NA	domestication	Arkansas	Endosphere	A	Weeds	Cyperus iria	0.2785554950396429	-6.291487077725248e-4	0.49989364037117245	1.91499703088301	0.3393045919877621
Arw.23	Sedge	NA	domestication	Arkansas	Endosphere	A	Weeds	Cyperus iria	0.33006770581323547	0.13006352429277018	0.42587276090403786	1.8350390241381935	0.37533255786351416
Arw.24	Redstem	NA	domestication	Arkansas	Endosphere	A	Weeds	Ammania sp.	0.20679632061422923	0.13336817263248452	0.5858454172924511	2.1628092655572795	0.01084937896585096
Arw.25	Mudplantain	NA	domestication	Arkansas	Endosphere	A	Weeds	Heteranthera limosa	0.24053507436817065	0.015492630059985423	0.5234509366956863	2.020101579977067	0.20129699096919773
Arw.26	Mudplantain	NA	domestication	Arkansas	Endosphere	A	Weeds	Heteranthera limosa	0.23028732421621317	0.05364591133602261	0.5329638789210513	2.035918832428869	0.0984655729752185
Arw.27	Mudplantain	NA	domestication	Arkansas	Endosphere	A	Weeds	Heteranthera limosa	0.09692966094247984	-0.04521397249105285	0.6421031456865479	2.09872730584279	0.09497085063863363
Arw.28	Mudplantain	NA	domestication	Arkansas	Endosphere	A	Weeds	Heteranthera limosa	0.34191653694316876	0.05350242633869498	0.3520326103142325	1.765860170011945	0.2331738366997785
Arw.29	Mudplantain	NA	domestication	Arkansas	Endosphere	A	Weeds	Heteranthera limosa	0.22350178056933728	0.16908582002605507	0.5031753600133423	2.070334649995243	0.24789151880918034
Arw.3	Sedge	NA	domestication	Arkansas	Rhizosphere	A	Weeds	Cyperus iria	-0.11640764234560685	-0.030832140646611217	0.4451944450111134	2.2970144088925104	0.6141369105031178
Arw.30	Mudplantain	NA	domestication	Arkansas	Endosphere	A	Weeds	Heteranthera limosa	0.33295059033323776	-0.00225455077180352	0.4849925070876419	1.9485700841144524	0.016046475994933806
Arw.31	Redstem	NA	domestication	Arkansas	Endosphere	A	Weeds	Ammania sp.	0.08919973434371577	0.011226773531359521	0.6727753235734534	2.2278590783359506	0.3515143321542255
